BatchID,Accuracy,Precision,Recall,CumulativeAccuracy
224,0.7,0.8,0.7,0.6710144927536232
225,0.625,0.90625,0.625,0.670837343599615
226,0.7,0.8500000000000001,0.7000000000000001,0.6709770114942529
227,0.8181818181818182,0.8863636363636364,0.8181818181818181,0.6717484516436398
228,0.6666666666666666,0.9444444444444444,0.6666666666666666,0.6717267552182163
229,1.0,1.0,1.0,0.6720379146919432
230,0.6666666666666666,0.6944444444444444,0.6666666666666666,0.6720151014629542
231,0.7777777777777778,0.8148148148148149,0.7777777777777777,0.6724624060150376
232,0.625,0.6979166666666667,0.625,0.6722846441947565
233,0.625,0.625,0.625,0.6721082089552238
234,0.625,0.5833333333333333,0.625,0.6719330855018587
235,0.6,0.6749999999999999,0.6000000000000001,0.6716003700277521
236,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.6708160442600276
237,0.75,0.9375,0.75,0.6711070280202113
238,0.75,0.9166666666666667,0.75,0.671395881006865
239,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6700091157702825
240,0.6666666666666666,1.0,0.6666666666666666,0.67
241,0.5,0.5416666666666666,0.5,0.6693840579710145
242,1.0,1.0,1.0,0.669683257918552
243,0.45454545454545453,0.7272727272727273,0.4545454545454546,0.6686177397568662
